Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
2018-06-18,30.0,31.5,28.5,31.5,31.5,7006229.0,7006229.0,7006229.0,1.0,0.0,50.0,0.0,0.0,-6410295.776661315,1000.0,30.5,0.0,31.5,31.5,31.5,0.0,0.0,0.0,0.0,30.5,33.5,27.5,19.672131147540984,0.6666666666666666,0.0,0.0,28.5,31.5,30.0,9.523809523809524,1.0,0.0,0.0,0.0,0.0,31.5,31.5,31.5,31.5,0.0,0.0,0.0,0.0,0.0,0.0,-91.21704336971015,1.0,0.0,353.03290058678755,-918.0824320833618,-918.0824320833618,0.0,30.0,30.0,30.0,30.0,376.4561362431995,361.1576414857513,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,-0.0,0.0,31.5,0.0,0.0,0.0,0.0,-91.8082432083362,0.0,0.0
2018-06-19,32.700001,33.049999,31.0,32.599998,32.599998,2895692.0,8630638.140162507,9901921.0,0.8716125022773366,3185255.408615998,100.0,143.35940942615787,143.35940942615787,-6331176.540731838,1034.9205714285715,31.00201723863898,0.0,32.049999,33.149997,30.950001,6.864262304657166,0.75,0.0,0.0,31.358332833333332,33.88333233333333,28.833333333333336,16.104169270861032,0.7458743391170314,0.0,0.0,28.5,33.049999,30.7749995,14.196565185540255,0.9010986595821229,0.0,0.08774912820512526,0.017549825641025054,0.0701993025641002,32.049999,32.049999,31.66923046153846,31.581481333333336,0.0,0.0,0.0,0.012706552044932906,0.0013963247074266288,0.011310227337506277,0.0068204241071409145,1.948683267369119,66.66666666666667,352.48290158678753,-916.6521279425181,-917.36728001294,0.7151520704219365,30.7749995,30.7749995,30.7749995,30.7749995,376.4561362431995,361.1576414857513,8.0,4.0,4.0,-1.0,-1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,31.6831349867594,90.1098659582123,95.05493297910616,-9.890134041787709,0.0,31.990595315442174,0.0,-4.892846510022051,-0.9785693020044102,-3.9142772080176407,3.492057142857141,3.4324681191379547,3.492057142857141
2018-06-20,31.5,32.200001,31.0,31.0,31.0,1115553.0,7515085.140162507,8786368.0,0.6821060018079014,2475235.6975431414,72.70188879293883,-45.71716673246361,48.82112134684713,46368.21691635739,984.1269841269842,31.042314246395527,0.0,31.699999333333334,33.03666004820088,30.363338618465786,8.433190807433329,0.23815369691526495,0.0,0.0,31.372221999999997,33.45555533333333,29.28888866666667,13.281388441872755,0.41066672000000015,0.0,0.0,28.5,33.049999,30.7749995,14.353309450122174,0.5494506702089386,0.0,0.027863287018771388,0.019612517916574323,0.008250769102197065,31.699999333333334,31.699999333333334,31.566271928994084,31.538408641975312,0.0,0.0,0.0,0.015986303598470617,0.007089575337355908,0.00889672826111471,0.007982446324710693,2.816428824297793,3.1847778814725416,352.8329012534542,-917.5623222747392,-917.4322941002064,-0.13002817453286752,30.7749995,30.7749995,30.7749995,30.7749995,376.4561362431995,361.1576414857513,8.0,12.0,-4.0,-1.0,31.5,0.0,1.0,0.0,38.964564144045326,0.0,0.0,0.0,96.81908370848147,24.06013115494638,54.94506702089385,81.68497765970206,-45.05493297910615,0.0,31.5201556645865,0.0,-11.499468192243919,-3.082749080052312,-8.416719112191608,-4.907969626255804,-5.032502253782045,-1.5873015873015928
2018-06-21,29.450001,30.0,29.450001,29.65,29.65,2854524.0,6736571.989185852,5931844.0,0.48562377165753995,1571115.255036978,43.777914807346924,-36.12679819822848,20.50514816515526,-179060.9185338178,984.1269841269842,30.766098283823304,0.0,31.1874995,33.30690256454506,29.068096435454937,13.591362555661526,0.13728006113598062,0.0,0.0,30.954166583333333,32.654166333333336,29.254166833333336,10.983980107642967,0.1164215367286561,0.0,0.0,28.5,33.049999,30.7749995,14.589175384195194,0.2527473082961114,0.0,-0.12706565735252084,-0.009723117137244709,-0.11734254021527614,31.1874995,31.1874995,31.271460862994992,31.398526520347513,0.0,0.0,0.0,0.018686005797864225,0.01467197215447031,0.004014033643393915,-0.003080390583682552,3.5903874485589924,-97.88617499107568,353.34540108678755,-918.8951076685281,-917.7979974922869,-1.0971101762412445,30.7749995,30.7749995,30.7749995,30.7749995,376.4561362431995,361.1576414857513,8.0,16.0,-8.0,-1.0,33.049999,0.0,0.0,0.0,25.06402021699094,0.0,0.0,0.0,91.70614185041582,21.95119363472858,25.27473082961114,56.77655460290577,-74.72526917038887,0.0,30.669221530951436,0.0,-14.67989268511148,-5.402177801064146,-9.277714884047334,-4.354838709677422,-4.452507904141179,-5.873015873015874
2018-06-22,28.200001,29.799999,28.200001,29.450001,29.450001,1612972.0,7643871.889525728,4318872.0,0.49363168863263723,1300585.5347419817,35.86467379906374,-71.91689316361348,-2.6003621670369252,-135189.94267297833,977.4887240022487,30.59775951769087,0.0,30.839999799999998,33.190657610912474,28.489341989087517,15.24421417741046,0.2043383359442637,0.0,0.0,30.593333333333334,32.27333273333333,28.913333933333337,10.982780998038775,0.159722398313554,0.0,0.0,28.200001,33.049999,30.625,15.726323059184974,0.2577320650441506,0.0,-0.2629550279299977,-0.06036949929579531,-0.20258552863420237,30.839999799999998,30.839999799999998,30.99123626868807,31.254191296618067,0.0,0.0,0.0,0.019568231287534817,0.019568231287534817,0.0,-0.02309136915216883,4.368378026114577,-98.99406008067487,353.69290078678756,-919.7988006931555,-918.1981581324605,-1.6006425606949506,30.625,30.625,30.625,30.625,376.4561362431995,361.1576414857513,8.0,20.0,-12.0,-1.0,32.90599908,0.0,0.0,0.0,23.714278629805747,0.0,0.0,0.0,87.28988744288272,31.122437421900447,25.773206504415057,35.33100145164001,-74.22679349558494,0.0,30.16056505071491,0.0,-19.314328148323014,-8.18460787051592,-11.129720277807094,-0.6745328836424869,-0.6768181390282013,-6.507933333333337
2018-06-25,30.0,30.0,28.5,28.950001,28.950001,365859.0,7497528.777337728,3953013.0,0.4730054672432419,1088654.8154931273,35.86467379906374,102.49850352184858,18.419410970740177,-17091.554346610534,960.8929907117431,30.564343238489965,0.0,30.525000000000002,33.09193544913074,27.958064550869267,16.818577881282458,0.19321413973745266,0.0,0.0,30.352777833333334,32.002777333333334,28.702778333333338,10.872148236712444,0.07491598229777113,0.0,0.0,28.200001,33.049999,30.625,15.888609336609333,0.15463923902649035,0.0,-0.40631046040032714,-0.12955769151670168,-0.27675276888362543,30.525000000000002,30.525000000000002,30.67720007350529,31.083510533905617,0.0,0.0,0.0,0.024428200506281583,0.023055829228724883,0.0013723712775567005,-0.051303682413066015,5.148142869269918,-78.65577075089124,354.00790058678757,-920.6179758522103,-918.6014610857522,-2.0165147664580445,30.625,30.625,30.625,30.625,376.4561362431995,361.1576414857513,8.0,24.0,-16.0,-1.0,32.6236391952,0.0,0.0,0.0,20.711409435034753,0.0,0.0,0.0,82.81165738414245,30.97345007439826,15.463923902649034,22.170620412225077,-84.53607609735097,0.05333334999999906,29.66203312172157,0.0,-25.5821030968629,-11.664106915785318,-13.917996181077584,-1.697792811619936,-1.7123705492134267,-8.095234920634919
2018-06-26,28.799999,29.4,27.549999,28.799999,28.799999,493868.0,7671049.6057762,3459145.0,0.46932956944850057,922549.6721746805,34.01849896544557,-290.3107105543385,-33.035609283439605,-8770.46338736458,960.8929907117431,30.504485430842312,0.0,30.278571285714285,32.944148154015075,27.612994417413493,17.607018793244286,0.22265435236598138,0.0,0.0,30.09999995238095,31.778571095238096,28.42142880952381,11.153296647924849,0.11276560784662795,0.0,0.0,27.549999,33.049999,30.299999,18.164661562465966,0.22727272727272727,0.0,-0.5259616230434574,-0.20883847782205284,-0.31712314522140456,30.278571285714285,30.278571285714285,30.38839990835063,30.91436153139409,0.0,0.0,0.0,0.026762574435094933,0.029629996733226676,-0.002867422298131743,-0.0846597002782855,5.960222925062824,-92.72203019266782,354.25432930107326,-921.2588279455155,-918.9810849228612,-2.277743022654249,30.299999,30.299999,30.299999,30.299999,376.4561362431995,361.1576414857513,8.0,28.000000000000004,-20.000000000000004,-1.0,32.358220903488,0.0,0.0,0.0,19.89739078591056,0.0,0.0,0.0,78.89501262794415,36.121671529152664,22.727272727272727,21.321467711445603,-77.27272727272727,-0.4007141857142855,29.29582355286122,0.0,-30.961938869477923,-15.52367330652384,-15.438265562954083,-0.5181416055909605,-0.5194886141640875,-8.571431746031744
2018-06-27,28.299999,28.299999,27.4,27.4,27.4,133412.0,7537637.6057762,3325733.0,0.4574334109439499,764074.480922869,33.56616564304352,-421.6257720444943,-88.54848967787599,-9044.23673307851,914.18294651683,30.481779424056565,0.0,29.918749875,33.05599995568427,26.781499794315728,20.97179924824163,0.09857362176708723,0.0,0.0,29.799999916666668,31.381249541666666,28.218750291666666,10.612413620280797,-0.25889343425667766,0.0,1.0,27.4,33.049999,30.2249995,18.884475533254548,0.0,0.0,-0.7253923786978405,-0.3121492579972104,-0.4132431207006301,29.918749875,29.918749875,29.928646076296687,30.654038454994527,0.0,0.0,0.0,0.02870100093166633,0.034958095681914464,-0.006257094750248132,-0.12860888258330996,6.729206502626426,-118.72793981695588,354.61415071178754,-922.1945642899612,-919.3827698437487,-2.8117944462125024,30.2249995,30.2249995,30.2249995,30.2249995,376.4561362431995,361.1576414857513,8.0,32.0,-24.0,-1.0,31.973563151208957,0.0,0.0,0.0,14.262963016169124,0.0,0.0,0.0,73.13383841887332,37.49147488191718,0.0,12.730398876640587,-100.0,-0.8806250374999998,28.478148647169434,0.0,-36.598957658632116,-19.738730176945495,-16.86022748168662,-4.861107807677357,-4.983233902565276,-13.015873015873025
2018-06-28,26.049999,26.049999,26.049999,26.049999,26.049999,61587.0,7537637.6057762,3264146.0,0.4557301177588874,643043.4819928878,33.37351631226528,-0.0,-77.4799284681415,-9519.699381480705,869.1410526489225,30.46527730328141,0.0,29.488888666666664,33.317952001185496,25.659825332147832,25.96953298444975,0.05094897025269462,0.0,0.0,29.383333148148147,30.78888837037037,27.977777925925928,9.567023694252361,-0.6857713220538064,0.0,1.0,26.049999,33.049999,29.549999,23.737754511964994,0.0,0.0,-0.9810673538834926,-0.44593287717446684,-0.5351344767090258,29.488888666666664,29.488888666666664,29.33193114148181,30.312998495365303,0.0,0.0,0.0,0.03225518283229544,0.04092884690041928,-0.008673664068123838,-0.18601916782152791,7.395687492929717,-159.15122221831157,355.0440119201209,-923.3124431702272,-919.8194002133574,-3.493042956869772,29.549999,29.549999,29.549999,29.549999,376.4561362431995,361.1576414857513,8.0,36.0,-28.0,-1.0,31.51620683608806,0.0,0.0,0.0,11.021820843558729,0.0,0.0,0.0,66.08618085842643,29.393101003918456,0.0,7.575757575757575,-100.0,-1.2055557888888835,27.449160647110123,0.0,-41.900861359029626,-24.171156413362322,-17.729704945667304,-4.927010948905108,-5.052528358236552,-17.301590476190476
2018-06-29,24.75,27.35,24.75,26.799999,26.799999,1158865.0,8206212.675880045,4423011.0,0.46366553054115783,675344.2345653324,39.92379925850816,0.0002243574534283707,-68.87102259863094,30330.23836438866,869.1410526489225,30.192543578299162,1.8499994999999998,29.2199997,33.19471973643065,25.24527966356935,27.20547623024548,0.1955759553101517,0.0,0.0,29.0749998,30.599999500000003,27.5500001,10.490109788410058,-0.24590204837417265,0.0,1.0,24.75,33.049999,28.8999995,28.40519878581655,0.2469878610828748,0.0,-1.1103731908080476,-0.578820939901183,-0.5315522509068646,29.2199997,29.2199997,28.94240311971538,30.052776310523427,0.0,0.0,0.0,0.035528479864891445,0.044141439950016674,-0.00861296008512523,-0.2451508018786173,8.219621102011876,-120.65215557971379,355.31290088678753,-924.0117044460668,-920.478208253658,-3.5334961924088475,28.8999995,28.8999995,28.8999995,28.8999995,376.4561362431995,361.1576414857513,8.0,36.0,-28.0,-1.0,30.860261895757493,0.0,0.0,0.0,21.671143134740532,0.0,0.0,0.0,60.70295351441787,40.82823906490527,24.69878610828748,8.232928702762493,-75.30121389171252,-1.467500249999997,27.16281323958315,0.0,-43.61409990082969,-28.0597451108558,-15.554354789973893,2.8790788053389083,2.8384120391718337,-14.920638095238093
