Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
2018-07-02,27.200001,27.25,22.799999,25.200001,25.200001,1369795.0,8313950.260519913,3053216.0,0.43600771144192574,265770.8781402851,35.94044564726153,-332.9880201052351,-95.28272234929136,-48414.0702005952,869.1410526489225,29.825518196168527,2.10999965,28.85454527272727,33.29351573671651,24.415574808738036,30.767911412451614,0.0883567707451034,0.0,0.0,28.533333133333333,30.203332933333332,26.863333333333333,11.705606156814993,-0.49800375225593846,0.0,1.0,22.799999,33.049999,27.924999,35.5229995937177,0.2341465365853659,0.0,-1.3266625252554043,-0.7283892569720273,-0.598273268283377,28.85454527272727,28.85454527272727,28.366648947451473,29.693311472706878,0.0,0.0,0.0,0.041757215933294435,0.05572061439545867,-0.013963398462164232,-0.31262442570059545,9.310780510220054,-135.1649215963737,355.6783553140603,-918.0302094885501,-920.6313284254393,2.601118936889179,27.5,27.924999,27.7124995,27.924999,376.4561362431995,361.1576414857513,8.0,44.0,-36.0,-1.0,30.004825230351443,0.0,0.0,0.0,16.99740868615541,0.0,0.0,0.0,53.73048482305659,45.84849516231213,23.41465365853659,16.037813255608025,-76.5853463414634,-1.9509094090909116,26.776096927949403,0.0,-44.338981010482165,-31.315592290781076,-13.023388719701089,-5.970142013811264,-6.155781600346089,-19.999996825396828
2018-07-03,26.950001,26.950001,24.5,26.35,26.35,519628.0,8579066.26674685,3572844.0,0.43797596867277666,313170.9927448159,38.35279635719785,330.04440676811123,-56.61661970225476,-58065.54581956066,908.8041995434488,29.722266730234313,2.1439997849999997,28.645833166666666,33.11563106478278,24.17603526855055,31.207316415689633,0.24318378380885095,0.0,0.0,27.904999933333336,29.61499993333333,26.19499993333333,12.25586815327209,0.045321656920078904,0.0,0.0,22.799999,33.049999,27.924999,35.78181839000331,0.3463415609756099,0.0,-1.3892635077967164,-0.8605641071369651,-0.5286994006597513,28.645833166666666,28.645833166666666,28.056395263228172,29.44565877102489,0.0,0.0,0.0,0.05245315913753962,0.06262668534139473,-0.010173526203855116,-0.3753242224405479,10.403803769941678,-89.8799096612644,2.854166833333334,-911.8249498443681,-919.9938425998425,8.168892755474417,26.3999995,27.924999,27.16249925,27.924999,376.4561362431995,361.1576414857513,8.0,44.0,-36.0,-1.0,28.852053033495213,0.0,0.0,0.0,28.87122316857335,0.0,0.0,0.0,48.77076078120812,47.94857594141458,34.634156097561,27.58253195479502,-65.36584390243901,-2.257916841666667,26.693983633980316,0.0,-47.45218721174286,-34.542911274973434,-12.909275936769426,4.563487914147313,4.462424078745508,-16.349206349206348
2018-07-04,26.0,29.950001,25.799999,29.6,29.6,1033451.0,9438199.816562008,4606295.0,0.45768879889115416,748248.8152098422,43.033362498646866,863.3696445210272,20.04890231635207,151178.65433715915,908.8041995434488,29.65850660274428,2.3446000064999994,28.719230615384618,33.04367564637282,24.39478558439642,30.115326478639272,0.6018361175022398,0.0,0.0,27.6099999,29.615,25.6049998,14.523724065641874,0.9962593518075143,0.0,0.0,22.799999,33.049999,27.924999,35.690371156771775,0.6634147317073172,0.0,-1.1632185396134531,-0.9210949936322628,-0.24212354598119035,28.487499833333334,28.719230615384618,28.293872915039223,29.457091454652677,0.0,0.0,0.0,0.0661294637771984,0.06495324288367171,0.0011762208935266888,-0.4112522573904593,11.617087288403367,-1.0765996077127171,3.880767384615382,-903.1884249575055,-918.2486556319511,15.06023067444562,26.3999995,27.924999,27.16249925,27.924999,376.4561362431995,361.1576414857513,8.0,44.0,-36.0,22.799999,28.852053033495213,1.0,0.0,0.0,50.446055171734706,0.0,0.0,0.0,46.63380694239939,57.07550362708923,66.34147317073173,41.463427642276436,-33.658526829268276,-2.212692392307691,26.74818348994391,-6.031746031746027,-48.383419695358995,-37.31101295905055,-11.072406736308444,12.333965844402272,11.630608634264306,-6.0317460317460325
2018-07-05,29.799999,31.950001,28.6,29.799999,29.799999,1546192.0,8999726.204591144,6152487.0,0.4059850973038812,685532.8207238644,49.14825754619821,519.9874320265853,58.50571229406232,137912.6843656607,908.8041995434488,29.690463267549056,2.4451401058499993,28.796428357142855,33.00058643855135,24.592270275734357,29.19916337725731,0.6193545322778305,0.0,0.0,27.651666533333334,29.936666833333334,25.366666233333333,16.52703497813048,0.9700945699365261,0.0,0.0,22.799999,33.049999,27.924999,35.5946920669331,0.6829268292682927,13.30010284253715,-0.9569073931494891,-0.9282574735357081,-0.02864991961378105,28.25416658333333,28.796428357142855,28.525584620417803,29.482492013567292,0.0,0.0,0.0,0.08149086007485286,0.06788745131644514,0.013603408758407723,-0.4255915610098209,12.83050309212436,58.83977792064756,2.2035716428571455,-893.8090935111809,-915.3609103895095,21.551816878328623,27.375,27.924999,27.6499995,27.924999,376.4561362431995,361.1576414857513,8.0,44.0,-36.0,22.94299904,28.852053033495213,0.0,0.0,0.0,51.422541171911476,0.4540520014162155,0.0,0.0,45.104481377523456,53.60189946792819,68.29268292682927,56.42277073170734,-31.70731707317073,-1.5046426857142912,26.764481144991187,-8.588954514659786,-47.19403865607457,-39.287618098455354,-7.906420557619214,0.6756722972972806,0.6733998624296689,-5.3968285714285695
2018-07-06,29.0,30.9,28.85,30.35,30.35,523472.0,9242310.789956998,6675959.0,0.40730996722357954,628729.5782593124,47.4293891674033,-156.64658759207762,43.137690873623754,20108.604870564344,925.5774624738635,29.34029671517171,2.4056260952649993,28.8999998,33.034891569643975,24.765108030356025,28.615168154042514,0.6753371407016114,0.0,0.0,27.739999833333332,30.070000333333333,25.40999933333333,16.7988501369794,1.0600857524851752,1.0,0.0,22.799999,33.049999,27.924999,35.467128273128914,0.7365854634146343,13.427406998983786,-0.7404879548298631,-0.8907035697945391,0.15021561496467606,28.199999916666666,28.8999998,28.806263909584295,29.54675186441416,0.0,0.0,0.0,1.0563381533646323,0.9170579655712051,0.1392801877934272,-0.420426327603453,13.947758387079388,52.68667062497051,0.7500001999999988,-884.044593043964,-911.2972011885932,27.25260814462922,27.375,27.924999,27.6499995,27.924999,376.4561362431995,361.1576414857513,8.0,44.0,-36.0,23.3032791184,28.852053033495213,0.0,0.0,0.0,54.10115370111691,0.48415615228331627,0.0,0.0,44.211501025512966,58.7220108614577,73.65854634146343,69.43090081300814,-26.341453658536565,-0.8316665000000008,26.811270800865536,-2.0967741935483826,-49.722501296173014,-41.37459473799889,-8.347906558174124,1.8456410015315727,1.8288157551196171,-3.650793650793649
2018-07-09,30.450001,31.4,29.549999,30.950001,30.950001,616718.0,9559004.645881401,7292677.0,0.4101201174645142,591772.6980391248,37.00353868199376,179.98496476501379,45.753801969256315,21853.552799880053,925.5774624738635,28.778481256897763,2.350063585738499,29.028124875,33.15289261581014,24.90335713418986,28.419112557714865,0.7329677991302521,0.0,0.0,27.888333133333333,30.253333733333335,25.523332533333335,16.960501645566257,1.147286911188662,1.0,0.0,22.799999,33.049999,27.924999,35.31058256135465,0.7951221463414635,13.42747618971905,-0.5146266290258303,-0.8154881816407975,0.30086155261496716,28.308333333333334,29.028124875,29.136069615802096,29.650696244827927,0.0,25.303118290665942,668.5715214285715,1.000000094488183,0.9496063338830657,0.050393760605117355,-0.39760471201134834,14.988704335135038,71.47091634509995,0.4218761250000007,-855.8436449270449,-904.0288475198744,48.185202592829455,27.375,27.924999,27.6499995,27.924999,376.4561362431995,361.1576414857513,8.0,44.0,-36.0,23.649147993664,28.852053033495213,0.0,0.0,0.0,56.89363144090787,1.0,0.6460693845665105,0.0,43.841816678288325,61.79374735080086,86.70213048890841,76.2177865857337,-13.297869511091593,0.14031269375000122,26.93657218059737,4.384489038785841,-51.486793592389056,-43.39703450887692,-8.089759083512135,1.9769390444810409,1.9576513935274598,-1.7460285714285706
2018-07-10,30.549999,31.85,30.25,31.1,31.1,492511.0,9589786.583381401,7785188.0,0.4029266564469785,517787.4779605357,43.36258642547611,186.79802075486708,62.3620296469228,14579.090635924193,930.0632682673307,28.637864225214212,2.275057227164649,29.149999882352944,33.268680207837335,25.031319556868553,28.258527218573263,0.7367263253694886,0.0,0.0,28.136666533333333,30.47666703333333,25.79666603333333,16.633103976463,1.1331907763837379,1.0,0.0,22.799999,33.049999,27.924999,35.162950399204725,0.8097561951219514,13.36325310507555,-0.3198393267118327,-0.7163584106550046,0.3965190839431719,28.445833250000003,29.149999882352944,29.438212751832545,29.758052078544377,0.0,25.44939333507616,620.8164127551021,1.0346456964225894,0.9212598524397037,0.11338584398288576,-0.36199339497619,15.96288060044945,82.82227558769986,-0.1999988823529435,-828.1367430637068,-893.5779784947349,65.44123543102808,27.375,27.924999,27.6499995,27.924999,376.4561362431995,361.1576414857513,8.0,44.0,-36.0,23.981182113917438,28.852053033495213,0.0,0.0,0.0,57.58832685054782,1.0,0.8280520507611054,0.0,43.6307699333045,61.07352989803673,90.7103736152189,83.69035014853024,-9.289626384781105,1.0673530294117697,27.087537810613366,5.602712882760177,-53.460250581172275,-45.409677723335996,-8.05057285783628,0.4846494189127748,0.4834787744406377,-1.2698412698412653
2018-07-11,31.049999,33.400002,30.6,31.950001,31.950001,1610144.0,9532281.48159933,9395332.0,0.3751320117784247,639335.5539867447,63.82950765991198,165.2029073177306,76.74272289806274,46394.15459810238,930.0632682673307,28.84194629099472,2.327551704448184,29.3055555,33.508714173494354,25.102396826505647,28.68506398723173,0.814578357067056,0.0,0.0,28.564999999999998,31.095000799999998,26.034999199999998,17.71399124803081,1.1689723181115206,1.0,0.0,22.799999,33.400002,28.1000005,36.17062641928081,0.8632074915450495,13.142585433520818,-0.09577695222979088,-0.5922421189699618,0.49646516674017094,28.695833250000003,29.3055555,29.824641713089076,29.920418665318866,0.0,28.11109010602186,576.4723832725948,1.0606060477502324,0.8409090337465686,0.21969701400366382,-0.3130089683656046,16.9767657771257,109.67973018357266,-0.5055565000000009,-797.580056254772,-879.6077132819066,82.02765702713464,28.1000005,28.1000005,28.1000005,28.1000005,376.4561362431995,361.1576414857513,8.0,44.0,-36.0,24.29993486936074,28.852053033495213,0.0,0.0,0.0,61.38596780294498,1.0,1.0,0.8247071451092053,43.9556727580268,61.50363696905888,86.32074915450495,87.91108441954408,-13.679250845495046,1.7169446722222261,27.60651172337673,10.362693942566704,-49.95283190284331,-46.318308559237465,-3.634523343605842,2.733122186495174,2.6964392937259607,1.4285746031746038
2018-07-12,31.799999,32.900002,30.950001,31.1,31.1,524503.0,9088470.671497695,8870829.0,0.35043298370242104,484312.17848820984,70.48524002935679,-27.88336768321651,79.88797471809107,30053.272990881727,905.3197727009143,28.935338645759945,2.2897966340033653,29.39999994736842,33.56880637758731,25.231193517149535,28.35922746722341,0.7038952972616578,0.0,0.0,29.1250002,31.850001100000004,26.3999993,18.712452403691323,0.862385164716826,0.0,0.0,22.799999,33.400002,28.1000005,36.05443203733339,0.7830187406550735,12.905973936349652,0.013055619825706799,-0.4711825712108281,0.4842381910365349,28.887500000000003,29.39999994736842,30.02085068030614,30.007795060480433,0.0,26.35214788052822,535.2957844674095,1.1079460246038906,0.8515741374590292,0.25637188714486137,-0.2618463966351989,17.95774409223862,90.4337689289922,-1.9999999473684227,-766.2011948744132,-862.0732122183895,95.87201734397627,28.1000005,28.1000005,28.1000005,28.1000005,376.4561362431995,361.1576414857513,8.0,44.0,-36.0,24.845938897199098,28.852053033495213,0.0,0.0,100.0,55.98711747429658,0.8928036975787152,0.9642678991929051,0.9307733166513369,42.93696559742603,55.68483200581947,78.30187406550735,85.11099894507707,-21.69812593449265,1.8939477157894693,28.085107208513975,7.9861148606289944,-51.71222995921304,-47.397092839232585,-4.315137119980456,-2.6604099323815356,-2.6964392937259607,-1.2698412698412653
2018-07-13,32.5,32.700001,31.200001,31.450001,31.450001,770830.0,8574584.00483103,9641659.0,0.3210756614463046,453666.33453703695,72.7720118473429,4.864788604491232,72.91413793827984,-5278.969430790263,905.3197727009143,29.130344567974632,2.2208170706030286,29.502499999999998,33.662845601029176,25.34215439897082,28.20334277453896,0.7340551947797599,0.0,0.0,29.673333666666668,32.28833456666666,27.058332766666666,17.625258620250957,0.8397068301837558,0.0,0.0,22.799999,33.400002,28.1000005,35.929168714515725,0.8160376935742376,12.561249852435141,0.12609483018457013,-0.3517270909317485,0.4778219211163186,29.22500008333333,29.502499999999998,30.240719960259042,30.114625130074472,0.0,24.971482855913585,497.0603712911659,1.103139009431118,0.8609865031135565,0.24215250631756147,-0.20859300297169692,18.886484762195863,89.38981831156354,-3.452500999999998,-734.6972591412879,-841.702884402027,107.00562526073918,28.950001,28.1000005,28.52500075,28.1000005,376.4561362431995,361.1576414857513,8.0,44.0,-36.0,25.359182683367152,28.852053033495213,0.0,0.0,100.0,57.639196807809164,0.9256063842765525,0.9394700272850892,0.9679126421593315,42.32009113302587,47.978200764159205,81.60376935742377,82.07546419247869,-18.396230642576235,2.170000499999997,28.51566698643995,14.781025547445262,-51.880903589472574,-48.29385498928058,-3.5870486001919915,1.1254051446945246,1.1191195757763062,-0.15872698412697783
